425,0,3,0,1.4,1.4,1.4,0,1,2
428,3,0,0,0,3,0.4,0,3,0
435,0,0,3,3,0,0.4,0,1,2
437,3,0,0,2.4,1.4,0,0.4,1,2
442,0,3,0,3,0,0,0.4,3,0
444,0,0,3,3,0.4,0,0,3,0
447,3,0,0,3,0.4,0,0,2,1
449,0,3,0,1.8,2,0,0,2,1
453,3,0,0,3,0,0,0.4,3,0
455,3,0,0,3,0.4,0,0.4,3,0
459,3,0,0,0,1.8,0,2,3,0
463,3,0,0,1.4,0,0,2.4,3,0
472,0,3,0,3,0.4,0,0,0,3
473,0,3,0,1.4,2.4,0,0,2,1
480,0,3,0,2.4,0,1.4,0,0,3
481,0,3,0,3,0.4,0.4,0,0,3
483,3,0,0,3,0,0,0.4,3,0
484,3,0,0,1,2.4,0,0,3,0
486,0,0,3,2.4,0,1.8,0,0,3
487,0,0,3,1.4,1,1.4,0,1,2
488,0,3,0,2.4,0,1.8,0,2,1
490,3,0,0,2.4,1,0,0,2,1
494,3,0,0,1,2.4,0,0,3,0
495,3,0,0,3,0,0,0.4,2,1
505,0,3,0,1.4,0,2.4,0,0,3
507,0,3,0,1,2.4,0.4,0,1,2
508,3,0,0,0,3,0,0,2,1
513,0,3,0,1.4,2,0,0,3,0
525,3,0,0,1,2.4,0.4,0,1,2
529,0,0,3,3,0.4,0,0,2,1
531,0,3,0,1,2.4,0,0,3,0
532,3,0,0,1.4,2.4,0,0,3,0
533,3,0,0,0,3,0.4,0,3,0
535,3,0,0,0,2.4,1,0,3,0
539,0,0,3,1,2,0,0,2,1
540,3,0,0,1,2,0,0.4,3,0
541,0,3,0,1,2.4,0,0,3,0
544,3,0,0,1,2,0,0.4,2,1
546,3,0,0,3,0,0,0,3,0
550,3,0,0,3,0,0,0.4,3,0
555,0,3,0,0.4,3,0,0,2,1
559,3,0,0,2.4,0.4,0,1,2,1
568,0,3,0,2,1.4,0.8,0,3,0
572,0,3,0,1,2.4,0,0,3,0
575,3,0,0,0,1,2,0.4,3,0
577,3,0,0,1,2,0,0.4,3,0
579,3,0,0,2,0,0,1,3,0
581,0,3,0,1.4,2.4,0,0,1,2
589,0,0,3,1.4,2,0,0,1,2
593,0,3,0,2.4,1,0.4,0,3,0
596,0,3,0,0,2,1,0,3,0
599,0,3,0,0.4,2.4,1.4,0,0,3
603,0,0,3,3,0,0,0,0,3
607,0,3,0,1,1.4,1.4,0,1,2
608,0,3,0,3,0.4,0,0,0,3
611,0,3,0,3,0,0,0,1,2
620,0,3,0,3,0,0,0,0,3
625,3,0,0,1,2.4,0,0,0,3
632,3,0,0,2.4,0,0.8,1,1,2
644,3,0,0,0,2,0,0,2,0
645,0,3,0,1,2.4,0,0,2,1
646,3,0,0,1.4,2,0,0,2,1
650,0,3,0,2.4,1,0.4,0,3,0
659,0,3,0,2.4,1,0.4,0,3,0
667,0,3,0,1,0,0,0,1,0
670,3,0,0,2,0,0,1,2,1
673,3,0,0,3,0,0,0,3,0
674,3,0,0,0,1,1,1.4,3,0
679,0,0,3,3,0,0,0,0,3
